sozshakllar,soni
xoladan,2
aytganingiz,2
kelmasin,2
injenerlar,2
farishta,2
gapgayam,2
amal,2
chidayman,2
aqling,2
komissiya,2
buyog‘ini,2
mo‘jiza,2
kutgandek,2
oyisidan,2
ko‘zguni,2
tortilgan,2
barq,2
sizniki,2
yo‘li,2
kuyovingiz,2
darhon,2
derkan,2
qaramasdan,2
o‘ligini,2
cho‘zgancha,2
chiqqanimizda,2
ko‘rar,2
tutilib,2
ayollarga,2
kutasan,2
ikkida,2
yoshini,2
turolmadi,2
aylantirdi,2
nonini,2
sinab,2
armonim,2
berishi,2
orqasi,2
turtgan,2
singlimning,2
keladu,2
o‘tirishda,2
og‘zingizdan,2
bisotimizda,2
oz,2
popukqand,2
allaqayerda,2
ko‘rasiz,2
chirillar,2
bosh-oyoq,2
chigirtkalar,2
ko‘rardi,2
o‘lsam,2
bolalikdan,2
bo‘lsun,2
to‘yi,2
voqeadan,2
so‘ragani,2
sinok,2
bo‘lgin,2
tugagan,2
aytganim,2
familiyasi,2
singlisi,2
o‘ladigan,2
qilsayam,2
juma,2
qo‘yibmanmi,2
vrachga,2
bermasam,2
molingni,2
tuzukmisiz,2
oyisining,2
urmang,2
gardaniga,2
qoldiradi,2
yaxshilikni,2
mashinasining,2
to‘ydan,2
haftami,2
kelasan,2
bo‘linglar,2
tepkisi,2
salo-o-o-om,2
teng,2
order,2
oldi-yu,2
koptokka,2
ichki,2
keliningiz,2
yuzlari,2
qahqaha,2
berishim,2
stolga,2
bol,2
pallani,2
boyoqish,2
urish,2
ketarmish,2
turishi,2
yoqasini,2
qadrdonini,2
hayotda,2
qavatida,2
domimizning,2
imon,2
o‘rtasiga,2
tashladi-da,2
esladim,2
oraga,2
shaddod,2
munchoq,2
puf,2
quygandek,2
o‘tirsinmi,2
o‘ziga-o‘zi,2
do‘rilladi,2
hammamizni,2
orqada,2
o‘ttiz,2
yoshligida,2
umrini,2
motor,2
yon,2
inqillab,2
tayoqqa,2
zinadan,2
tiqildim,2
holatda,2
mushukdekkina,2
turing,2
qiyshiq,2
yuborgandek,2
tayog‘ini,2
qo‘yma,2
olifta,2
o‘qtaldi,2
turtinib,2
o‘stirgan,2
rejim,2
isitmalab,2
aytganida,2
o‘chgan,2
bezovta,2
kulgidan,2
to‘yini,2
atab,2
qoraxat,2
tushundingmi,2
silkinar,2
tushunmadim,2
gaplariga,2
o‘rikning,2
chiqqanimizdan,2
olmay,2
bo‘lsang,2
ta’rifini,2
afsonasini,2
yodimda,2
cho‘pchakni,2
ketishim,2
turibdi-yu,2
akangga,2
qirqib,2
gapirganini,2
qo‘shnilar,2
tishingni,2
yarq,2
jimlik,2
unutilib,2
shaharda,2
tok,2
og‘zing,2
indinga,2
o‘zingdan,2
yeysanmi,2
shunaqami,2
qilganini,2
qo‘pol,2
so‘kar,2
urdimi,2
shapkasini,2
barvasta,2
beraymi,2
o‘girdi,2
tushuntirdim,2
yotig‘i,2
otlanib,2
xazinangiz,2
ho‘plarkan,2
mingdan,2
piymasini,2
roziman,2
shaxt,2
shinelga,2
seskanib,2
bog‘-rog‘lar,2
toshevga,2
quyosh,2
tumshug‘idan,2
ichar,2
uyg‘ondim,2
toyga,2
buzoqning,2
oqadi,2
ketdi-yu,2
polvon,2
kelayotganini,2
xontaxtaga,2
aytmaysizmi,2
hazar,2
aytmoqchi,2
o‘zgarib,2
ikkalamizni,2
deyapti,2
qo‘ymayman,2
onaginamdan,2
demaydi,2
joyning,2
emasdi,2
o‘zingga,2
yurtdagilar,2
yurarkan,2
uzatayotgan,2
tushunmasak,2
odammiz,2
ichiqora,2
sotamiz,2
oybaldoq,2
ko‘rsin-chi,2
tog‘amnikiga,2
yetmaydi,2
orzumandlik,2
qo‘rqadi,2
boradi,2
devori,2
chaynalib,2
o‘tloqda,2
o‘lgurning,2
qulog‘imda,2
tupuradi,2
turuvdi,2
avaylar,2
ko‘paygurlar,2
topilib,2
odamdan,2
joningiz,2
tarmashadi,2
qolish,2
mix,2
yulib,2
nonga,2
rostladi-yu,2
usti,2
ushatib,2
soldi-da,2
oyoqlab,2
yozaman,2
qidiryapsiz,2
bo‘ldik,2
o‘ralashib,2
bo‘yiga,2
sukutga,2
ekansan,2
arig‘ining,2
qolganidan,2
xoli,2
keldi-yu,2
sekinroq,2
do‘ppiga,2
cho‘g‘dek,2
so‘qqabosh,2
shoxlari,2
ukangiz,2
suyak,2
esladim-u,2
to‘yib,2
topiladi,2
bosing,2
pishirib,2
to‘sib,2
gapirganida,2
kaftlari,2
ko‘zdan,2
tarvaqaylab,2
o‘tqazdi,2
o‘rtab,2
uxlamagan,2
yuringlar,2
dasturxonni,2
qolganga,2
barkashlar,2
kirishim,2
yozilgan,2
besh-o‘n,2
shoshmanglar,2
bismillo,2
yeydi,2
qutulib,2
keluvdi,2
burdi,2
chiqarmaydi,2
birovni,2
ko‘paygur,2
ketasan,2
o‘zi-ku,2
kirish,2
berganini,2
tinchib,2
ikki-uch,2
qaldirg‘ochdek,2
tizilib,2
akulalar,2
bilsam,2
ko‘ngilni,2
solgancha,2
kelinim,2
oqsoqol,2
topdi,2
eshitmagan,2
qal’a,2
bidir-bidir,2
taxlab,2
kutaveribdi,2
oldinga,2
aytyapti,2
yech,2
sokin,2
chinni,2
beramiz,2
mato,2
yalinchoq,2
qaradim-u,2
otlarga,2
ho‘v,2
yem,2
shuniyam,2
zorlanib,2
kelmasdi,2
bittadan,2
martabangiz,2
brigadir,2
yozamiz,2
tasdiqlatib,2
bo‘larmish,2
eshitdingiz-a,2
qo‘lingizni,2
vujudi,2
yuboraman,2
to‘kilar,2
xotin-xalaj,2
ko‘rak,2
bedana,2
qopi,2
tahdid,2
sug‘urib,2
g‘azablansa,2
olguncha,2
yangrab,2
allaqancha,2
g‘o‘zapoyani,2
to‘g‘risida,2
turibsiz-ku,2
bergil,2
suvdan,2
qimirlamay,2
qaylardasan,2
o‘tirganim,2
qilyapsiz,2
bo‘ldi-da,2
qoqqan,2
yozmang,2
qolmaganida,2
maysalar,2
yoshim,2
piymasining,2
shularni,2
yuqori,2
irg‘ishlab,2
sutini,2
yaltirab,2
ichimga,2
xumga,2
taqillatadi,2
paxtaning,2
aytasan,2
sovuqni,2
choyshabni,2
askar,2
g‘ilofga,2
o‘ynay,2
damim,2
turtdi,2
qirs,2
berishibdi,2
siyohdonga,2
ruchkani,2
irg‘ab,2
ini,2
tanga,2
tomog‘ini,2
ulug‘,2
yengli,2
bo‘lsak,2
bolasidan,2
turayotgan,2
boribdi,2
ochadi,2
kasalxonada,2
borsak,2
tramvayga,2
qilishini,2
onasidan,2
kitel,2
qoldimi,2
juvonlar,2
norasida,2
yumilib,2
qilishibdi,2
yog‘iga,2
vsyo,2
achinskaning,2
pallasida,2
ketdi-da,2
lashkari,2
hayqirdiki,2
guliston,2
kiling,2
shilq,2
ketganiga,2
kompot,2
parvo,2
yengi,2
podshosi,2
lashkar,2
olam,2
yengini,2
yamlab,2
bittasiyam,2
keksa,2
ko‘zni,2
qoq,2
xazinasini,2
qantak,2
to‘pponchasi,2
qiyofasi,2
bizda,2
ketaverasiz,2
qisqa-qisqa,2
chiqillaydi,2
bilsin,2
chetlab,2
zinasida,2
ma’nodor,2
deganiyam,2
o‘rtasidan,2
qilich,2
suzish,2
tushunmasam,2
tomondagisi,2
o‘tguncha,2
tushgandan,2
osilgan,2
eshitilib,2
sudga,2
kelgandan,2
gulsafsarlar,2
uchqunlari,2
tomchi,2
uriladi,2
bargi,2
yangilash,2
odamlarini,2
chilonzor,2
aylanibdi,2
daryolar,2
boringki,2
oqish,2
qiron,2
kunlari,2
qo‘ngan,2
hordiq,2
qordan,2
keltiradi,2
odamzodning,2
fe’li,2
bunga,2
qopman,2
cho‘pchagi,2
buvisi,2
labimni,2
so‘kdi,2
tushuntira,2
ikkovining,2
yog‘i,2
qilishi,2
qolmasin,2
inson,2
savil,2
qo‘yuvdim,2
ahvolda,2
urindi,2
yillardan,2
bosdim,2
surat,2
asta,2
solishi,2
ketadigan,2
ko‘rardingiz,2
vayron,2
rostlab,2
benzin,2
borish,2
terak,2
montyor,2
afsonani,2
oqqancha,2
odati,2
kelinoyining,2
beshikda,2
chirsillab,2
qahri,2
chertgan,2
tillaring,2
gupillab,2
rozimasman,2
olmadim,2
shitirlaydi,2
urgancha,2
shovullaydi,2
to‘sin,2
dilni,2
ketibdi-ku,2
qarich,2
chalindi,2
tushdi-da,2
g‘ijir-g‘ijir,2
xah,2
adoyi,2
yergina,2
birining,2
ilhaq,2
sezyapsizmi,2
zulmat,2
ketarkan,2
yilt,2
kalishini,2
ular,2
pardoz,2
go‘rso‘xta,2
to‘xtashdi,2
o‘rtada,2
suratga,2
qo‘shnimiz,2
rostladi,2
sadosi,2
yig‘lagani,2
tartib,2
birovdan,2
yakkash,2
es-es,2
unutib,2
ochilgan,2
tog‘imsan,2
yog‘du,2
yuborgan,2
hovlida,2
zanjirli,2
qo‘shnimizning,2
kichikroq,2
eshitilyapti,2
guzardagi,2
nilufar,2
o‘zimdan,2
nilu,2
soati,2
bittasida,2
yasanib,2
so‘rida,2
go‘rkovning,2
tomonida,2
og‘riqni,2
singari,2
darvozaning,2
o‘shanga,2
ustachilik,2
quvonchdan,2
surating,2
tizzasi,2
nachora,2
o‘laman,2
qo‘shninikiga,2
etdim,2
bolang,2
bir-biri,2
talashib,2
bolaginam,2
churq,2
chirqillaydi,2
qorong‘ilashib,2
o‘ngim,2
hansirar,2
tuzatgan,2
ajab,2
sirg‘anib-sirg‘anib,2
turardim-u,2
kirishi,2
yog‘ayotganini,2
sirg‘alib,2
bog‘da,2
ketayotganim,2
kiyinib,2
dasta,2
sandiqqa,2
darak,2
gursillab,2
uxlay,2
joyimiz,2
darvozani,2
o‘zbek,2
ora,2
gan,2
o‘tirarkan,2
to‘lin,2
qichqiradi,2
savol,2
sudrashdi,2
tanish,2
jarangdor,2
kulgini,2
zahri,2
to‘xtadim,2
qizlardan,2
kamuyqu,2
chaqirim,2
tanir,2
qora-qura,2
pechka,2
ochishga,2
uyqu,2
uzilib,2
redaksiyada,2
chirog‘i,2
yaqindagina,2
xohlagan,2
qizning,2
quchib,2
pishadi,2
yaqinlashib,2
mayiz,2
silkidim,2
kosada,2
kelishadi,2
sho‘rva,2
boshqalar,2
qilisharkan,2
kipriklari,2
yotardik,2
atar,2
edilar,2
aytaman,2
qizlik,2
saqich,2
yosh-qarisi,2
gup-gup,2
sibirlik,2
tugunini,2
devorda,2
qo‘yavering,2
og‘zim,2
kechirasiz,2
qizlarning,2
qo‘yishniyam,2
ro‘paramda,2
katta-kichigi,2
qarshi,2
bo‘lmas,2
o‘yin,2
bilasan-ku,2
nodon,2
qarg‘amang,2
shunchaki,2
kerib,2
ishqalayverasiz,2
chirt,2
novvot,2
orziqish,2
katta-ku,2
davomini,2
tikildi-yu,2
turgandan,2
oson,2
xayolan,2
ajalning,2
jonivor,2
qorniga,2
taqillab,2
olgani,2
oltita,2
bolasining,2
qishloq,2
jonsiz,2
jonim-a,2
kuz,2
dunyoni,2
keladi-yu,2
dumidek,2
yog‘ib,2
ishonish,2
qarg‘amas,2
qulog‘ing,2
gapirardi,2
gulshan,2
xiyonatkor,2
paltosini,2
o‘qish,2
o‘qi,2
uncha-muncha,2
tomga,2
tushlikda,2
qaytdim-u,2
ro‘parasiga,2
oyog‘imdan,2
o‘rtasidagi,2
uzmay,2
ketishiga,2
qo‘rqitib,2
solsa,2
birimiz,2
turolmas,2
qaytsam,2
quvar,2
tom,2
qirg‘iz,2
sip-silliq,2
kelamiz,2
g‘ayritabiiy,2
behayo,2
bo‘yniginang,2
madorim,2
bo‘lgur,2
adangning,2
qaynatib,2
bo‘ldiki,2
bolalarimni,2
dengiz,2
balandroq,2
kattami,2
xomush,2
sakraydi,2
qo‘yadi-da,2
kerak-ku,2
trikotin,2
moliga,2
ketmaydi,2
voy-voy-voy,2
malades,2
aybi,2
otning,2
chaqaloq,2
shayxni,2
sigirga,2
toshkentda,2
hangomatalab,2
tilini,2
oralab,2
jilovni,2
qamchi,2
ko‘radigan,2
suraman,2
o‘g‘illar,2
o‘ylang,2
tuzatib,2
chalgan,2
sachratib,2
qanoat,2
bilishadi,2
tebratib,2
yotganda,2
daryolarda,2
turtadi,2
hali-zamon,2
shaharlarga,2
otim,2
nozik,2
og‘rib,2
mollarga,2
ko‘rpada,2
satangning,2
yaltiraydi,2
institutga,2
matoning,2
qilsam,2
o‘shanaqa,2
pivo,2
ichamiz,2
o‘tga,2
o‘qir,2
student,2
shinelni,2
kasbi,2
qonqusda,2
brilliant,2
qo‘yishadi,2
bormish,2
adang,2
o‘yini,2
joydagi,2
bo‘lganingda,2
ko‘chalarni,2
sol,2
ularniyam,2
boladek,2
soatcha,2
olsin,2
o‘tganini,2
yomon-a,2
jinnivoy,2
yasagan,2
hecham,2
buzib,2
rosmana,2
toychoq,2
ko‘ylakchan,2
yap-yangi,2
tushunasan,2
tanchadan,2
bahaybat,2
lampamoy,2
ekan-u,2
yigitga,2
buloqdek,2
bukilib,2
obkashda,2
uribdi,2
hayratdan,2
kampirning,2
davlatning,2
etadi,2
peshonasi,2
narsalardan,2
bilmas,2
eshit,2
marojniy,2
hammadan,2
puliyiz,2
yonizda,2
sakson,2
uyimizniyam,2
boqishga,2
yo‘naldi,2
maydoncha,2
metri,2
olaytirib,2
sizniyam,2
qo‘ltig‘iga,2
adangni,2
topsin,2
qilarkan,2
kilo,2
iflos,2
litr,2
narsalar,2
ko‘rgim,2
avvalo,2
ovutarkan,2
mushtlar,2
chiqavergin,2
ohangiga,2
xizmatiga,2
toyni,2
qachondir,2
to‘kkanman,2
tovonini,2
urib-urib,2
uloqchi,2
ochiladi,2
omoch,2
semichka,2
tortadigan,2
qiynaydi,2
burib,2
otdek,2
ilig‘lik,2
manzilga,2
beva,2
sigirsan,2
bolalikdagi,2
insofli,2
yonboshidagi,2
olay,2
emishlar,2
qarg‘aning,2
o‘pmagan,2
kunora,2
etigi,2
po‘rim,2
bolaligimda,2
qamchisi,2
hujraning,2
kechdi,2
oltmish,2
dokaga,2
velosiped,2
ekansan-da,2
ahvolga,2
masxara,2
shoshmay,2
uchini,2
xotinini,2
gunohga,2
tama,2
yaxshilik,2
sutiyam,2
isitma,2
ovsin,2
so‘rasam,2
ye,2
ro‘molining,2
bo‘pmanmi,2
qildilar,2
ishkalad,2
yemayman,2
qo‘ldan,2
bilganlar,2
tufli,2
o‘tirmaydi,2
siqma,2
tog‘im,2
qoldilar,2
oyoqli,2
ming‘illadi,2
qisir,2
haqiqat,2
oddiy,2
chiqmasdan,2
noyob,2
labining,2
deyishadi,2
yo‘lka,2
uloqcha,2
mushtladi,2
deganmas,2
qolgani,2
uzoq-uzoq,2
gaplashganini,2
yetmay,2
alyumin,2
bandiga,2
og‘rig‘i,2
hayotdek,2
vazifasi,2
shara-bara,2
kesilib,2
bunda,2
chizib,2
birma-bir,2
boshga,2
bo‘lasan,2
jiyronning,2
jilovidan,2
bugundan,2
havoga,2
ega,2
onda-sonda,2
yetmadi,2
ko‘targancha,2
yog‘ochning,2
tisarilib,2
o‘ziniyam,2
tomdan,2
mulzam,2
yozmay,2
narsadan,2
yorilib,2
ukangni,2
hurini,2
imladi,2
ahvol,2
bosibdi,2
qolibman,2
eshitmay,2
hammangni,2
mushtlagancha,2
jazavasi,2
zuvlaysan,2
maqtanadi,2
suribdi,2
esi,2
artgani,2
qaynaydi,2
sakraganda,2
qolibdi,2
qarasangiz,2
chiqqanda,2
do‘rillagan,2
uramanmi,2
teshib,2
anglab,2
morojniy,2
yig‘lamoqdan,2
rahbarimiz,2
sochining,2
badjahl,2
qaragan,2
qisishar,2
e’tibor,2
o‘pkasini,2
ayolga,2
shabada,2
odamlarmiz,2
shivirlar,2
muallim,2
dumalar,2
yig‘layotgan,2
hid,2
qolarkan,2
mastava,2
ikkilanibroq,2
deya,2
o‘tiringlar,2
belangan,2
jiringlab,2
to‘rtinchisi,2
olaveribmiz,2
yoshlik,2
dog‘,2
yalt,2
er,2
qilmas,2
yig‘idan,2
bola-ya,2
sinsa,2
sehrli,2
shaxd,2
kelgandek,2
shapatiladi,2
q,2
tugib,2
ovsinim,2
qo‘ysang-chi,2
toshlar,2
toq,2
toqati,2
bukurning,2
turasan,2
odilxo‘ja,2
yig‘lab-yig‘lab,2
diydoriga,2
kattaroq,2
chinqirar,2
qoldirib,2
o‘qituvchisi,2
silkinib,2
pasaydi,2
mazam,2
ming‘illab,2
mo‘ljallab,2
bittasiga,2
oftobni,2
koptokdek,2
ta’na,2
shundandir,2
saf,2
yot,2
bunisiga,2
sindirdi,2
yuzlanib,2
xumgazak,2
gir,2
yolg‘onchi,2
deymi,2
chuchmomalar,2
oynani,2
qo‘ysin,2
chaqnadi,2
qabrlar,2
xili,2
qilmasam,2
xamir,2
lagan,2
narsa-yu,2
hol-ahvol,2
tajanglik,2
yoshlardagi,2
joni,2
opamnikiga,2
mehmonlarga,2
qahr,2
kelmayapti,2
qand,2
balandlatdi,2
kalla,2
supadan,2
paxtani,2
kap-katta,2
to‘kilib,2
qiluvdim,2
puflab-puflab,2
tishlagancha,2
ko‘milgan,2
chayqadim,2
bahonasida,2
nuqib,2
tegadi,2
chiqargan,2
oldini,2
shalabbo,2
ovunib,2
yo‘lda,2
o‘rtog‘i,2
ketasiz,2
yotaverasiz,2
chiqillab,2
tinib,2
botinkani,2
osmon,2
chakillayveradi,2
qiziqsiz,2
o‘g‘ilchasini,2
kavshandoz,2
kutmay,2
qolganini,2
yog‘di,2
sandiqning,2
burchakda,2
murosaga,2
chaqirgan,2
o‘tadigan,2
nafasim,2
mixlab,2
bitdi,2
javobini,2
eshigiga,2
ding,2
oyday,2
sovchilarning,2
qatnamasdim,2
qaysarlik,2
aziz,2
xohlayman,2
ostiga,2
shaltoq,2
tushunmaydigan,2
qilmaydigan,2
o‘zgardi,2
chik-chak,2
to‘shalgan,2
qaysidir,2
xudodan,2
bo‘yra,2
qush,2
bobida,2
asar,2
rahmi,2
bitta-yu,2
yuboribdi,2
uzib,2
uyalmaysanmi,2
sizlarga,2
yig‘layotganim,2
o‘rindiqning,2
pichirlar,2
rayhonlar,2
tepinib,2
o‘qiyotganimda,2
tup,2
qiyg‘os,2
otalik,2
meva,2
partada,2
mashinaga,2
yuvish,2
di-ditga,2
qizigan,2
tomorqaga,2
xonaning,2
hovlisida,2
bo‘yniga,2
tanaffusda,2
taratar,2
paranjili,2
so‘lkavoy,2
atrof,2
sovchilarni,2
yirik-yirik,2
alami,2
tillaqoshdek,2
savdosi,2
qaytarar,2
chet,2
eslasam,2
chaqdi,2
bo‘ldimi,2
berishdi,2
yupatuvchi,2
ayolni,2
jilmaygan,2
ko‘yi,2
yillar,2
olib-dam,2
aldab-suldab,2
po‘stakka,2
yotaveraman,2
tislantirib,2
g‘ilof,2
issiq-ku,2
bilgan,2
qushim,2
aka-ukalarga,2
keltirilgan,2
yig‘lamagan,2
kechalar,2
so‘zlarni,2
bilish,2
surdim,2
qiztaloq,2
bermasdi,2
cholning,2
bo‘yli,2
cho‘ntagimni,2
sochgan,2
aytardim,2
ayanchli,2
oftobro‘ya,2
sohillaridan,2
tushungan,2
ruhi,2
yopinib,2
yigitlarni,2
qadab,2
pokiza,2
orasini,2
gapirishi,2
gapirsang,2
yomg‘irda,2
qarzimni,2
yasab,2
biladigan,2
jinimdan,2
shara-bara-a-a,2
o‘rtanib,2
bayu,2
ariqlarning,2
nuroniy,2
onasiyam,2
tovoqda,2
tortib-tortib,2
hasratimni,2
o‘zingizning,2
kulgili,2
do‘stimga,2
qilardik,2
o‘yladim-u,2
etaklaridan,2
choyingni,2
kungay,2
emas-ku,2
ishlari,2
ko‘rdim-u,2
ko‘nikib,2
pir,2
yog‘,2
kerakli,2
topdim,2
tushadigan,2
xona,2
yasashga,2
to,2
jala,2
jilmayishga,2
karnay,2
qaranglar,2
tishlar,2
o‘tirishni,2
farishtadek,2
darsi,2
qariya,2
ko‘nglimga,2
bunaqada,2
o‘tirardim,2
qochadigan,2
alamimdan,2
uzatdim,2
to‘xtagan,1
egilishdi,1
baravariga,1
bolalardek,1
o‘rtog‘ining,1
bilmasligi,1
bo‘liq,1
o‘yinchog‘ini,1
ko‘kraklari,1
opchiqdim,1
ko‘zginang,1
to‘rqovoqdagi,1
begunohga,1
o‘lganim,1
teshilgur,1
yolvorib,1
birovnikiga,1
topilmadi,1
javobidan,1
kulganida,1
g‘ujum-bir,1
g‘ujumdan,1
to‘xtab-to‘xtab,1
chorshanba,1
odatda,1
qo‘ydirmaganida,1
tikdi,1
to‘rqovoq,1
yashirib,1
platina,1
tilladan,1
kelarkan,1
sumkaga,1
allaqayerga,1
ekani,1
qolganki,1
oyi-i-,1
ko‘kterakka,1
chillaki,1
tillami,1
stansiyasini,1
ikkinchipoyini,1
turishsa,1
ularnikida,1
kapotni,1
bo‘lib-bo‘lib,1
manovi,1
zirakning,1
to‘rko‘ylagimga,1
vuu-uy,1
kaftidagi,1
tishigacha,1
kelishi,1
g‘iyqillatgancha,1
akillamadi,1
yutkur,1
achitib,1
quloqlarini,1
to‘rttovlashib,1
qarg‘amagani,1
zarkoptok,1
asil,1
zardali,1
otilsa,1
chalpakka,1
kiymasa,1
bazm,1
eshitganimga,1
po‘stinni,1
rezinka,1
qariligidan,1
yerto‘la,1
qiyofasida,1
buyursin,1
yutsa,1
xol-xol,1
saharlab,1
yo‘g‘-a,1
zahkash,1
taklif,1
kiymasayiz,1
o‘ylaysizmi,1
icha,1
kiyasiz,1
kuningdan,1
zarligidan,1
nimadandir,1
o‘zimkiyaman,1
bosiladi,1
badabang,1
tezlatib,1
hakimjonning,1
tashlasa,1
bilaguzugingizni,1
yarashibdi,1
alamdan,1
aravaning,1
aynovniy,1
so‘yaman,1
indiniga,1
sepkili,1
ustki,1
xotinlarga,1
yarashibdimi,1
ko‘ringanini,1
g‘ildiraklarini,1
vassajuftiga,1
aytdim-da,1
xolamni,1
berdingizmi,1
shimarib,1
echkidekkina,1
larzaga,1
buribroq,1
ko‘rsatish,1
ko‘rmana,1
shaqildoq,1
keliningga,1
shara-barachi,1
o‘zizziyam,1
aya,1
bermagin,1
aytdilar,1
chinqirdi,1
qaramaydigan,1
turishidayam,1
qopladi,1
aspiranturada,1
yaxshimasmi,1
muloyimlik,1
dalovsha,1
ko‘rinsa,1
o‘qiyman,1
quvondi,1
shaparak,1
gapirmasangiz,1
titkilay,1
kalishining,1
o‘shani,1
mahsili,1
achimaydi-da,1
ko‘zi-ku,1
gapida,1
o‘zimizda,1
bulbuli,1
kiyimligi,1
kelaversin,1
aylantirishdi,1
ko‘rdiyizmi,1
yoqishdi,1
kapot,1
so‘rashib,1
bilganim,1
sharopat,1
oldingizga,1
jahongirga,1
rostladi-da,1
qoladilar,1
hayqiriq,1
yuzli,1
so‘mmi,1
metrlab,1
sotmiyman,1
akaga,1
salla,1
o‘ratishdi,1
topmaganingizdan,1
qayishib,1
qichqirishiga,1
haligina,1
ha-ha-ha,1
ziragi,1
do‘xtirga,1
oyog‘imning,1
purkab,1
qo‘chqordek,1
to‘yxonaning,1
hushtakning,1
choyshabga,1
oberolmiydigan,1
muhammadjon,1
poyi,1
belida,1
burchaklarida,1
ziragim,1
qolganida,1
qaynonamdan,1
gipsda,1
zar,1
qildirdi,1
karnay-surnay,1
belingiz,1
boydan,1
chayqadiki,1
ochibroq,1
tushundizmi,1
hmm,1
yangidan,1
sho‘ng‘iymiz-u,1
jahonim,1
sovxozga,1
aytgandek,1
avariya,1
yurardi,1
cho‘ntakni,1
sharapatmi,1
tushunarli,1
tekshirish,1
haydagin,1
don,1
aravadan,1
shoshmagin,1
bedanani,1
misqoli,1
kenja,1
o‘xsharkan,1
topishar,1
hammomda,1
o‘tirarkanman,1
dokayiz,1
uyidan,1
kuyinib,1
o‘g‘iljonim,1
kenjangiz,1
aytyapman-da,1
deysiz-a,1
yopdi,1
go‘rni,1
sharmandalikka,1
o‘g‘lining,1
brillant-ku,1
yigirmanchida,1
yordamlashdim,1
tog‘ning,1
dilgirom,1
qovjiragan,1
oy-kuni,1
kechiryapti,1
sayramas,1
kuymangancha,1
sakrar,1
qishin-yozin,1
jur’atsizlik,1
narsamas,1
yo‘qolsa,1
tushuntirib,1
istehzo,1
tushadi-da,1
jahongirning,1
arabcha,1
oybaldoqni,1
turishini,1
birpoy,1
balandladi,1
tuya,1
kavlashtirayotgan,1
tog‘ora,1
so‘m-de,1
kitoblar,1
o‘lasizmi,1
egriligini,1
yalingudek,1
oblohu,1
tushunmadi,1
tuguniga,1
tiqadi,1
minan,1
tokchalariga,1
piyolami,1
laganmi,1
to‘ylarda,1
qushtili,1
unutmaydi,1
disam,1
pishirdi,1
gaplashishganini,1
bo‘lmagandek,1
qiliqlarini,1
diydi,1
qilarini,1
jizzaxning,1
o‘tgin,1
tog‘dan,1
unaqasidanmas,1
devorlardan,1
duoga,1
uy-joyini,1
dumaloqlab,1
olibman,1
ichmas,1
jinday,1
popukdek,1
achib,1
botir,1
qo‘shningizga,1
otinning,1
ketaverarkan-u,1
ichmasa,1
tovoningizga,1
g‘ash,1
shaftolini,1
danagi,1
oriyatli,1
poshsholik-da,1
tuyalampochka,1
to‘y-hasham,1
ko‘rsatadi,1
yoshiga,1
narsangizni,1
muloyimlatdi,1
o‘girildi-da,1
chekkandek,1
topmaguncha,1
qaror,1
haq,1
nisbatan,1
sovunimga,1
o‘g‘irlabman,1
olcha,1
o‘g‘lingizdan,1
yuvmabsiz,1
ulug‘roq,1
sapchidi,1
gurilladi,1
kelinimning,1
g‘ashni,1
kiyarmiz,1
qilinglar,1
qaytarma,1
bo‘ladilar,1
o‘tishning,1
burdadan,1
chuqurlikda,1
go‘shtingni,1
xazina,1
qaytadigan,1
siqim,1
mo‘ralasangiz,1
niyatda,1
ariqdagi,1
billur,1
kavlashtira,1
to‘xtasang-chi,1
suf,1
o‘g‘irlamaganida,1
qildiramiz,1
tayog‘i,1
sumkamas,1
armiyadan,1
ipdekkina,1
ziragidan,1
esingdan,1
xayr,1
bardachokka,1
semirib,1
yeyishini,1
og‘rimaganning,1
brilliantga,1
ersiz,1
ochirdim,1
siymonko‘prikdan,1
tegsa,1
ho-o,1
o‘lgani,1
ko‘zdek,1
keksayganidan,1
qolarkan-da,1
o‘g‘irlagan,1
deganim,1
atrofidagilarga,1
charchamaysiz,1
o‘rilgan,1
qarashdi,1
norastalar,1
suyunsa,1
solmasam,1
to‘plandi,1
savab,1
o‘ylamaysan,1
ayollarning,1
bilq-bilq,1
barmoqlaringiz,1
undek,1
chakalakzor,1
zavqi,1
aytmadi-yu,1
laylaktepadan,1
qayrab,1
arralab,1
buloqdan,1
tashlamoqchi,1
dastarrani,1
kirarmish,1
qo‘rqqanimdanmi,1
arraga,1
otishi,1
qaytgani,1
qaynama,1
ostidagi,1
yaprog‘ini,1
silliqlanib,1
ketgandim,1
bilsang,1
gumoningiz,1
qilayotganimni,1
qozirobodga,1
urganda,1
yurishning,1
hayajonlanib,1
gullaganda,1
og‘zidagi,1
qo‘ydiradigan,1
qator-qator,1
xotining,1
hingir-hingir,1
kechasiyam,1
nashvati,1
durlar,1
solishidan,1
ko‘rishmayman,1
dey,1
gulobi,1
osiltirgancha,1
norasta,1
suhbat,1
lo‘mbillatib,1
ko‘hlikkina,1
bolalaring,1
yozning,1
mazaku-ya,1
olvoldim,1
ko‘rishmoqchi,1
siqa,1
tag-tugi,1
skameykani,1
chiqishimiz,1
do‘mbrobodga,1
chilon,1
yozgan,1
uyg‘onmasimdan,1
mazalikka,1
quchog‘ini,1
shovqin,1
ketaveramiz,1
jiring-jiring,1
o‘tiramiz-u,1
mahallamizda,1
vazadan,1
boshingiz,1
