Text,Language
"O‘sha manzaranio‘ylasam, xayolimga hadeb bir gap keladi.",Uzbek
"Keyin, katta bo‘lganimdan keyin ham muhabbat haqida, vafo haqida ko‘p qo‘shiqlar eshitdim.",Uzbek
Biroq ayol sadoqati to‘g‘risida bundan yaxshi ashula eshitganim yo‘q...,Uzbek
Zebi xola endi ko‘zlarini yarim yumgancha boshqa qo‘shiq aytardi.,Uzbek
"Jon bolam, jonim bolam, qaylardasan, bergil xabar,",Uzbek
"G‘amda boshim, ko‘zda yoshim, ichganim bo‘ldi zahar.",Uzbek
"Za’farondek sarg‘ayurman hasratingda qon yutib,",Uzbek
Ko‘zlarimning nuri ketdi yo‘llaringga ko‘z tutib.,Uzbek
"Hammamiz qo‘rqadigan, ko‘rganda hammamiz qochadigan Zebi xola shumi?",Uzbek
"O‘sha qo‘pol, o‘sha jahldor Zebi xolami shu?",Uzbek
Valining oyisida shuncha dard bormidi?,Uzbek
Shuncha alami bor ekanmi?,Uzbek
Nimaga biz bilmagan ekanmiz?,Uzbek
"Zebi xolaning yumuq ko‘zlaridan ikki tomchi yosh silqib chiqdi-yu, qirra burnining chetida to‘xtab qoldi.",Uzbek
"Dutorni yonboshiga qo‘ydi-da, keng yengining uchi bilan ko‘zini artdi.",Uzbek
"Hamma jimib qolgan, hech kim birinchi bo‘lib gapirishga jur’at etolmas edi.",Uzbek
"— Hech bo‘lmasa, Kimsanim kelgandayam mayli edi, — dedi u xo‘rsinib.",Uzbek
"— Qo‘ying, opajon, — dedi oyim sekin.",Uzbek
"— Unaqa demang, Xudoga shukur, mana bor-ku.",Uzbek
— Oyim nariroqda g‘ildirak ushlab mo‘ltirab turgan Valiga imo qildi.,Uzbek
"— Nasib etsa, to‘ylar qilasiz, qo‘sha-qo‘sha nevaralar ko‘rasiz.",Uzbek
Zebi xola yalt etib Valiga qaradi.,Uzbek
Ko‘zida yosh bilan jilmaydi.,Uzbek
"— Sumalak yedingmi, o‘g‘lim?",Uzbek
Qorning ochib qolgandir?,Uzbek
"— Yedim, — dedi Vali sekin.",Uzbek
U ham oyisining yig‘laganini ko‘rib o‘pkasi to‘lib turardi.,Uzbek
"— Bo‘lmasa, o‘ynay qolinglar.",Uzbek
Birpasdan keyin Zebi xola bizni yana chaqirdi.,Uzbek
"— Oborib qo‘ya qol joyiga, — dedi dutorni g‘ilofga solib.",Uzbek
— Dadangdan baloga qolib yurmay tag‘in.,Uzbek
"Bir qo‘limda dutor, bir qo‘lim bilan g‘ildirak g‘ildiratgancha yo‘lga tushdim.",Uzbek
"Vali ham g‘ildiragini aylantirib yonma-yon borar, ammo endi avvalgidek yugurmas edik.",Uzbek
"Qulog‘imda hamon Zebi xolaning qo‘shig‘i yangrab turar, go‘yo g‘ildiraklar ham g‘ildirak emas, dutorning ikki tori edi.",Uzbek
"Ana, ikkovi bir-biriga jo‘r bo‘lib jaranglayapti.",Uzbek
Zebi xola bo‘lsa hamon qo‘shiq aytyapti:,Uzbek
"«Jon bolam, jonim bolam, qaylardasan, bergil xabar...»",Uzbek
Chetini o‘t bosgan ariqchadan o‘tayotganda g‘ildiragim sakrab ketdi.,Uzbek
"Bir hatlab oldinga talpingan edim, o‘tga sirg‘anib yiqilib tushdim.",Uzbek
Dutor yerga urildi... qars etdi.,Uzbek
Tamom!,Uzbek
"Kuy ham, qo‘shiq ham tindi-qoldi.",Uzbek
— Sindi! — dedim ovozim titrab.,Uzbek
Vali yugurib tepamga keldi:,Uzbek
— Voy-y-y!,Uzbek
Endi dadang o‘ldiradi!,Uzbek
Ikkalamiz qo‘limiz titragancha g‘ilof bog‘ichini yechdik.,Uzbek
"Qarasam, dutorning ip tortadigan qulog‘i sinib tushibdi.",Uzbek
— Endi nima qilamiz? — dedi Vali ko‘m-ko‘k ko‘zlarini jovdiratib.,Uzbek
"Yig‘lamoqdan beri bo‘lib, yelkamni qisdim.",Uzbek
— Yur!,Uzbek
— Vali qo‘limdan tutib uyiga boshladi.,Uzbek
Ikkalamiz ularning hovlisiga kirdik.,Uzbek
Hovli etagidagi bostirmada eski quti bor ekan.,Uzbek
Vali qutini titkilab zanglab ketgan temir topdi.,Uzbek
— Mana! — dedi tantana bilan.,Uzbek
— Endi hech ham sinmaydi!,Uzbek
"Dutorning singan qulog‘i o‘rniga temir tiqdik-da, imi-jimida g‘ilofga solib joyiga ilib qo‘ydik.",Uzbek
"Kechqurun oyimga nima bo‘lganini aytib bergandim, rangi o‘chib ketdi.",Uzbek
Lekin nima qilishni oyim ham bilmasdi.,Uzbek
"O‘sha kuni emas-ku, uch kundan keyin sir ochildi.",Uzbek
Dadam hujradan turib jahl bilan qichqirib qoldi:,Uzbek
— Dutorga kim tegdi?,Uzbek
Zum o‘tmay dutorni ko‘tarib chiqdi.,Uzbek
— Garangmisanlar?,Uzbek
Qaysi biring sindirding?,Uzbek
Bu nima qiliq? — dedi Vali «tuzatgan» dutorni ko‘rsatib.,Uzbek
"Oyim aybdor qiyofada o‘tirar, akalarim hayron bo‘lib bir-biriga qarashar edi.",Uzbek
Hozir katta janjal bo‘lishini sezib qo‘rqib ketdim.,Uzbek
— Tiling bormi?! — dadam battar tutaqib ketdi.,Uzbek
"— Zebi opa chaluvdi, — dedi oyim sekin.",Uzbek
"— Sumalakka chiqqanimizda... bir chalib beray, devdi...",Uzbek
"Qiziq, dadam birdan hovuridan tushdi.",Uzbek
"— Mayli, — dedi ovozi pasayib.",Uzbek
"— Zebi chalsa, mayli.",Uzbek
"— U hujraga kirib ketdi-da, anchadan keyin bir bo‘lak yog‘och ko‘tarib chiqdi.",Uzbek
Dandon sopli pichog‘i bilan yog‘ochni kesa boshladi.,Uzbek
"— Dutorning qulog‘ini tutdan qilmasa sinaveradi, — dedi sekin.",Uzbek
"Yog‘ochning uyoq-buyog‘ini o‘yar ekan, uh tortdi.",Uzbek
— Qarab turib Xudoning ishlariga ham qoyil qolmayman.,Uzbek
Ota-boladan bir oyda «qoraxat» kelsa-ya!,Uzbek
"— Shuni ayting, — dedi oyim jonlanib.",Uzbek
— Tag‘in ham odamzod chidarkan.,Uzbek
"Ham eridan, ham yakka-yolg‘iz o‘g‘lidan judo bo‘lib o‘tiribdi boyoqish.",Uzbek
"— U bir zum o‘ylanib turdi-da, qo‘shib qo‘ydi.",Uzbek
"— Bechora, Valisiga juda suyanib qolgan.",Uzbek
"Ishqilib, orzu-havasini shundan ko‘rsin...",Uzbek
"Valentin tuzatib ketgan mashinani haydab borarkanman, beixtiyor Zebi xolaning ko‘chasiga burildim.",Uzbek
"Ana, Valentinning uchastkasi.",Uzbek
Shifer tomli uy oldida ZIL turibdi.,Uzbek
Kabina zinasida katta-kichik uch bola oyog‘ini likillatib o‘tiribdi.,Uzbek
"Biri do‘ppi kiygan, biri shapkasini bostirib olgan...",Uzbek
"Mashinani sekin haydab o‘tib borarkanman, ichkaridan dutor sadolari eshitilgandek bo‘ldi.",Uzbek
"Kim bilsin, ehtimol, menga shunday tuyulgandir?",Uzbek
XO‘JA,Uzbek
Bolaligida hammaning ham tishi tushadi.,Uzbek
Meniki g‘alati bo‘lgan: birinchi tishimni urib tushirishgan.,Uzbek
Bunga Xo‘ja sababchi bo‘lgan.,Uzbek
Bu bolani nimaga bunchalik yaxshi ko‘rib qolganimni bilmayman.,Uzbek
"Ehtimol, yuvoshligi uchundir.",Uzbek
"Ehtimol, ko‘zlari doimo javdirab turishi uchundir.",Uzbek
"Odam bir narsani judayam aytgisi kelsa-yu, aytolmasa, ko‘zi shunaqa — har kimga bir qarab javdirayveradi.",Uzbek
Xo‘janing ko‘zlari shunaqa edi.,Uzbek
Hordiq kunlari dadam bilan oyim nonushta paytida «Nekalay» zamonidan qolgan samovarni o‘rtaga qo‘yib uzoq suhbatlashib o‘tirishar edi.,Uzbek
Bir kuni dadam tajang bo‘lib gapirib qoldi:,Uzbek
"— O‘ziyam ja-a-a Xudo urgan xotin ekan-da, o‘sha Ra’no!",Uzbek
"Mana, Egamberdi omon-eson keldi-ku!",Uzbek
O‘larmidi likillamasdan ko‘milib o‘tirsa!,Uzbek
Oyim bir nuqtaga tikilgancha o‘yga toldi.,Uzbek
Ko‘zlariga g‘ussa cho‘kdi.,Uzbek
"— Boshidayam-ku, yulduzi yulduziga uncha to‘g‘ri kelmasdi-ya, — dedi sekin.",Uzbek
— Ammo baribir chatoq bo‘ldi.,Uzbek
Ikki orada bola bechora tirik yetim bo‘lib qoldi.,Uzbek
"Tushundim, Xo‘jani gapirishyapti.",Uzbek
Dadasi urushda yurganda oyisi boshqa odam bilan Chirchiq degan joyga qochib ketgan ekan...,Uzbek
Oyim aytgan «tirik yetim» degan gapning ma’nosini tushunmasam ham Xo‘jaga rahmim kelib ketdi.,Uzbek
"Unga qanchalik rahmim kelsa, oyisini shunchalik yomon ko‘rib qoldim.",Uzbek
"Xo‘ja buvisi, dadasi bilan katalakdek hovlida turardi.",Uzbek
Egamberdi akaning jahli yomon.,Uzbek
Doim yaltiroq tugmachali jigarrang kitel kiyib yuradi.,Uzbek
Gapirganida duduqlanib qoladi.,Uzbek
Chap qo‘li tayoqday osilib turadi.,Uzbek
"Xo‘janing aytishiga qaraganda, urushdan keyin ham bir yilcha gospital degan katta kasalxonada yotgan ekan.",Uzbek
"Doktorlar qo‘lini kesmoqchi bo‘lganida, hammangni otib tashlayman, degan ekan, qo‘rqib kesishmabdi.",Uzbek
To‘pponchasi bormish.,Uzbek
"Onangni qayerda ko‘rsam, peshonasidan otib tashlayman, derkan...",Uzbek
"O‘sha kuni odatdagidek men echkimni, Xo‘ja buzog‘ini yetaklab, o‘tloqqa olib bordik.",Uzbek
"Mening echkim sersut, yuvoshgina-yu, ammo bir aybi bor.",Uzbek
"Ko‘zni shamg‘alat qilib, uloqchalarini to‘yg‘azib, emizdirib oladi.",Uzbek
Shundan qo‘rqib oyim yeliniga xalta bog‘lab qo‘yadi.,Uzbek
Xo‘janing buzog‘i esa qayerda latta ko‘rsa yamlab qo‘yadi.,Uzbek
O‘shanda kelib-kelib jo‘raboshimizning shinelini chaynamaganida olam guliston edi.,Uzbek
"Hammamiz qiy-chuv solib o‘ynayotgan edik, jo‘raboshimiz alam bilan do‘rillab qoldi:",Uzbek
— Shinelim!,Uzbek
Shinelimni yeb qo‘ydi!,Uzbek
Shunday degancha kattakon tayog‘ini ko‘tarib tol soyasida allanimani mazza qilib chaynayotgan buzoq tomonga yugurdi.,Uzbek
Hammamiz turgan joyimizda qotib qoldik.,Uzbek
"Jo‘raboshimiz dadasi urushdan olib kelgan shinelini jonidan ham yaxshi ko‘rar, qishda etagini osiltirib kiyib yurar, yozda ham qo‘ldan qo‘ymasdi.",Uzbek
U bora solib buzoqning gardaniga tayoq bilan bir tushirdi.,Uzbek
"Buzoq sho‘rlik shinelining yengidan tishlaganicha, dumini xoda qilib qochdi.",Uzbek
Jo‘raboshimiz jonholatda shinelga yopishdi.,Uzbek
"Buzoq anchagina joyini yamlab bo‘lgan ekan, yengining yarmigacha so‘lak bilan qo‘shilib cho‘zilib og‘zidan chiqdi.",Uzbek
Bolalar yetib kelganida jo‘raboshimiz g‘alvir bo‘lib ketgan yengni ushlagancha bo‘zrayib o‘tirar edi.,Uzbek
"Xo‘jani ko‘rdi-yu, jazavasi qo‘zib ketdi.",Uzbek
— Nima qilding?! — dedi g‘azab bilan.,Uzbek
"Xo‘ja, buzoq emas, o‘zi aybdordek ko‘zlarini javdiratgancha goh jo‘raboshiga, goh shinelga tikilib lol turardi.",Uzbek
— Endi nima qilaman buni! — jo‘raboshi shinelni yerga uloqtirdi.,Uzbek
— Moling ham o‘zingga o‘xshaydi!,Uzbek
Xo‘jalar peshindan keyin aynaydi.,Uzbek
"Oying ham aynab, o‘ynashi bilan qochib ketgan!",Uzbek
Oramizdan tikroq bolalar chekka-chekkadan piqillab kulib yuborishdi.,Uzbek
Toy angraygancha burnini sekin tortib qo‘ydi.,Uzbek
"Ertalab dadamdan eshitgan gapni esladim-u, qo‘rquv ichida Xo‘jaga qaradim.",Uzbek
"U bir zum hammaga javdirab qarab chiqdi-da, to‘satdan jo‘raboshiga tashlandi.",Uzbek
Ammo o‘sha ondayoq chakkasiga tushgan musht zarbidan ancha nariga uchib ketdi.,Uzbek
— Nega urasan! — dedim alam bilan chiyillab.,Uzbek
"Akalarim o‘rgatganidek, mushtimni iloji boricha qattiqroq qisib, jo‘raboshiga yugurdim, u bo‘lsa, urib ham o‘tirmadi.",Uzbek
"Kafti bilan jag‘imga bir turtgan edi, chalqanchasiga ag‘darilib tushdim.",Uzbek
Og‘zim sho‘r bo‘lib ketdi.,Uzbek
"Ko‘zimni ochsam, tepamda Toy turibdi.",Uzbek
"— Tur, — dedi qo‘limdan tortib.",Uzbek
— Yomon urdimi?,Uzbek
— Ikkalang ham yo‘qol! — dedi jo‘raboshi do‘rillab.,Uzbek
— Bugundan boshlab molingni jiydazorda boqasan.,Uzbek
"Birpasdan keyin Xo‘ja buzog‘ini, men echkimni yetaklab, qing‘ir-qiyshiq jiydalar orasiga kirib ketdik.",Uzbek
"Jiydazor etagida Qonqus oqar edi, qirg‘oqqa borib o‘tirdik.",Uzbek
"— Og‘zing qonayapti, — dedi Xo‘ja yuzimga tikilib.",Uzbek
"Kaftimni orqasi bilan artsam, qo‘lim qon bo‘ldi.",Uzbek
Shu paytgacha bilmaganimga o‘zim ham hayron qoldim.,Uzbek
"Tupurib tashladim-u, oldimdagi kurak tishim ilinib turganini payqadim.",Uzbek
Qo‘lim tegishi bilan tishim sug‘urilib chiqdi.,Uzbek
— Tishingni sindirdimi?,Uzbek
"— Xo‘ja ko‘zimga shunday javdirab tikildiki, og‘riq ham esimdan chiqib ketdi.",Uzbek
"— O‘zi liqillab turuvdi, — dedim tishimni tomosha qilib.",Uzbek
Endi uloqtirib yubormoqchi edim Xo‘ja qo‘limdan ushladi:,Uzbek
— Shoshma!,Uzbek
Mana bunday o‘tir.,Uzbek
— U meni suvga teskari qilib o‘tqazdi.,Uzbek
"— Ko‘zingni yumasan-da, «Suyak tishimni ol, tilla tishimni sol», deb uch marta aytasan.",Uzbek
"Tishingni yelkangdan oshirib, anhorga otib yuborsang, yangi tishing tilla bo‘lib chiqadi.",Uzbek
Men Xo‘janing aytganini qildim.,Uzbek
"— Endi og‘zingni yuvib ol, — dedi u ko‘zimga termilib.",Uzbek
"— Meni aytdi dersan, kuzgacha tilla tish chiqadi.",Uzbek
Keyin ikkovimiz anhorga tikilgancha uzoq jimib qoldik.,Uzbek
"Suv unsiz oqar, narigi sohilda qamishlar qilt etmay turar, ora-chora qaldirg‘ochlar suvga tumshug‘ini tekizib, «viyt» etgancha, yana havoga ko‘tarilar edi.",Uzbek
"Xo‘ja jo‘raboshining boyagi gapini o‘ylab o‘tirganini bilardim-u, nima deyish, nima qilishga aqlim yetmasdi.",Uzbek
— Juda katta-a? — dedim anhorga imo qilib.,Uzbek
— Shuyam katta bo‘ptimi?,Uzbek
— Xo‘janing ko‘zlarida birdan o‘t chaqnadi.,Uzbek
"— Chirchiqda shunaqa katta daryo borki, ichida akulalar suzib yuradi.",Uzbek
— O‘zing ko‘rganmisan? — dedim ishonmay.,Uzbek
— Bilaman-da!,Uzbek
— Xo‘ja orzumandlik bilan xo‘rsindi.,Uzbek
— O‘sha daryoning bu betidan u betiga bemalol suzib o‘taveraman.,Uzbek
— Suzishni bilmaysan-ku?,Uzbek
— Oyim o‘rgatadilar.,Uzbek
— Akula yeb qo‘ysa-chi?,Uzbek
— Akulang nima bo‘pti!,Uzbek
"Dadamga aytaman, to‘pponcha bilan otib tashlaydilar.",Uzbek
"— U shunday dedi-yu, birdan noto‘g‘ri gapirganini payqagandek, jimib qoldi.",Uzbek
Ko‘zlari javdiragancha teskari qaradi.,Uzbek
"Bir zum suvga tikilib o‘tirdi-da, xo‘rsindi.",Uzbek
"— Yur, mollarga qaraylik.",Uzbek
Chakalakka kirib ketmasin...,Uzbek
"Ertasiga akalarim jo‘raboshining ta’zirini berib qo‘yishdi, shekilli, echkimni o‘tloqda boqishga ruxsat tegdi.",Uzbek
"— Lekin anovi Xo‘jangga aytib qo‘y, yalmog‘iz buzog‘ini yana olib kelsa, jig‘ini ezib qo‘yaman! — dedi jo‘raboshimiz ko‘kargan qovog‘ini silab.",Uzbek
"O‘zimga qolsa echkimni jon deb o‘tloqda boqardim-u, Xo‘janing bir o‘zini jiydazorda qoldirgim kelmadi.",Uzbek
"Nima qipti, bu yerda ham o‘t ko‘p.",Uzbek
Har kuni o‘ynaydigan futbol bilan chillakdan mahrum bo‘ldik.,Uzbek
Ammo Xo‘ja bilan sira zerikmasdim.,Uzbek
Shunaqangi narsalarni biladiki!,Uzbek
"Bu yerdan olisda, judayam olisda, tog‘lar orqasida Chirchiq degan shahar bor.",Uzbek
"Shunaqa katta shaharki, uning oldida Toshkent nima bo‘pti!",Uzbek
"U yerda shunaqangi katta daryo oqadiki, ichida uydek-uydek kemalar suzib yuradi.",Uzbek
Xo‘janing oyisi qachon xohlasak bizni o‘sha kemalarga olib chiqaveradi.,Uzbek
"Xohlasak, baland tog‘larga chiqamiz.",Uzbek
U yerdan butun dunyo ko‘rinadi.,Uzbek
"Bizning uyimiz ham, Xo‘jalarniki ham, Xo‘janing dadasi ham, hamma-hamma!",Uzbek
"Bular hammasi yaxshi-yu, Xo‘janing bir odatini tushunolmasdim.",Uzbek
"Gapirib turadi-turadi-da, birdan jimib qoladi.",Uzbek
"Anhorga tikilgancha bir narsalarni o‘ylab o‘tiraveradi, o‘tiraveradi.",Uzbek
Shunaqa paytlarda zerikib ketaman.,Uzbek
Bir kuni uni yo‘qotib qo‘ydim.,Uzbek
Jiydazor ichkarisiga kirib ketgan echkimni qaytarib kelguncha terlab ketdim.,Uzbek
"U yoqdan haydasam, bu yoqqa qochadi.",Uzbek
"Chakalak ichiga kirib oladi-da, masxara qilgandek, dumini likillatib, qisqagina ma’rab qo‘yadi.",Uzbek
"Oldiga boray desam, jiyda tikanlari hammayog‘imni tirnab tashlaydi.",Uzbek
Alam ustida kesak bo‘ron qilib yaydoq joyga olib chiqqunimcha kun botdi.,Uzbek
"Qarasam, Xo‘janing buzog‘i daraxtga bog‘loqlik turibdi-yu, o‘zi yo‘q.",Uzbek
"Yugurib, ikkalamiz o‘tiradigan suv bo‘yidagi do‘nglikka bordim.",Uzbek
"Yo‘q, u yerda ham ko‘rinmaydi.",Uzbek
— Xo‘ja-a-a! — dedim baqirib.,Uzbek
Oqshom zulmati bostirib kelayotgan jiydazor orasida «a-a-a» degan sado keldi.,Uzbek
Birdan yuragimni vahima bosdi.,Uzbek
"Akalarim jiydazorda ajina bor, deyishar edi.",Uzbek
Xo‘jani ajina chalib ketgan bo‘lsa-chi?!,Uzbek
Ovozim boricha chinqirib yubordim:,Uzbek
— Xo‘ja-a-a!,Uzbek
Yana o‘sha sado keldi.,Uzbek
Akamning allaqaysi kitobida olti qo‘lli odamning rasmini ko‘rgan edim.,Uzbek
"G‘ira-shirada jiydalar xuddi o‘shanaqa vahimali maxluqlardek qing‘ir-qiyshiq «qo‘llari»ni cho‘zib turishar, yugurgan sayin ustimga bostirib kelayotganga o‘xshar edi.",Uzbek
Qo‘rqib ketganimdan tikanlarni bosgancha jonholatda yugurdim.,Uzbek
"Jiyda tikanlari yuz-ko‘zimni timdalar, oyog‘imga yantoqlar kirayotganini bilardim-u, ammo to‘xtayolmasdim.",Uzbek
Bir mahal ro‘paramda Xo‘ja paydo bo‘ldi.,Uzbek
— Qayoqda yuribsan? — dedim ovozim qaltirab.,Uzbek
Xo‘ja qo‘limdan mahkam ushlab oldi.,Uzbek
"U ham qo‘rqib ketgan bo‘lsa kerak, nuqul titrar edi.",Uzbek
— Aytmaysan-a? — dedi sekin.,Uzbek
— Hech kimga aytmaysan-a?,Uzbek
"Shundagina nariroqda, jiydaning panasida turgan qora ko‘ylakli ayolni ko‘rdim.",Uzbek
"— Oyi! — dedi Xo‘ja sekin, iltijoli ohangda.",Uzbek
Shunda hammasini tushundim.,Uzbek
"Xo‘janing oyisi hamon qimirlamay turar, xuddi sehrlanib qolganga o‘xshar edi.",Uzbek
"Xo‘ja ko‘zimga termilib, tag‘in yalindi:",Uzbek
— Aytmaysan-a?,Uzbek
Men indamadim.,Uzbek
"Ammo bu sirni hech kimga, hatto oyimga ham aytmasligimni bilib turardim.",Uzbek
Shu ondayoq yana bir narsani angladim.,Uzbek
"Bu yerdan tezroq ketishim, xalaqit bermasligim kerak.",Uzbek
"—Tezroq bo‘l! — dedim-u, Xo‘janing buzog‘i boylangan joyga yugurib ketdim...",Uzbek
Xo‘ja va’da qilgan tilla tish kuzda ham chiqmadi.,Uzbek
"Biroq endi buni o‘ylashga vaqt qolmagan, ikkalamiz uchun ham yangi hayot — maktab hayoti boshlangan edi.",Uzbek
Bizning uyimiz maktab yo‘lida bo‘lgani uchun Xo‘ja har kuni ertalab chaqirib kelardi.,Uzbek
"Zog‘ora nonni echki sutiga bo‘ktirib yemabsiz, dunyoga kelmabsiz!",Uzbek
"Erta bilan oyim ikkalamizning oldimizga tovoqda sut bilan zog‘ora qo‘yar, Xo‘ja harchand tortinchoqlik qilmasin, yeb turib ketmaguncha hol-joniga qo‘ymasdi.",Uzbek
Bir kuni Xo‘ja kelmadi.,Uzbek
"— Sen boraver, — dedi oyim.",Uzbek
— Bugun Xo‘ja maktabga bormasa kerak.,Uzbek
"Darsdan qaytdim-u, mehmonlar kelganini darrov bildim.",Uzbek
"Ayvon zinasida yangi amirkon tufli yaraqlab turar, ichkarida oyim allakim bilan chaqchaqlashib suhbatlashar edi.",Uzbek
Uyga kirishim bilan eng avval Xo‘jaga ko‘zim tushdi.,Uzbek
"U uy to‘rida yong‘oq, mayizlar bilan bezatilgan xontaxta oldida o‘tirardi.",Uzbek
"Yonida esa onasi o‘tirar, oyimning gaplariga diqqat bilan quloq solgancha, yong‘oq pallasidan mag‘iz ajratib, nuqul Xo‘janing oldiga surib qo‘yardi.",Uzbek
"O‘shanda, qorong‘ida aniq ko‘rmagan bo‘lsam ham, bu xotin Xo‘janing oyisi ekanligini darrov bildim.",Uzbek
Ostonada bir zum turib qoldim.,Uzbek
"Qachondir bu xotinni yomon ko‘rib qolganim uchunmi, uni xunuk, juda xunuk deb o‘ylardim.",Uzbek
"Yo‘q, judayam chiroyli ekan.",Uzbek
"Qarg‘ashoyi ko‘ylagi ham, qop-qora sochlari, yuzidagi xoli ham, Xo‘janikiga o‘xshagan ko‘zlari ham chiroyli edi.",Uzbek
"U meni ko‘rdi-yu, katta odamni izzat qilgandek, dik etib o‘rnidan turdi.",Uzbek
"Oyimga o‘xshab, bag‘riga bosib ko‘rishdi.",Uzbek
Peshonamdan o‘payotganida dimog‘imga atir hidi urildi.,Uzbek
"Oyim hech qachon atir sepmagani uchunmi, bu isdan boshim aylanib ketdi.",Uzbek
"— Kel, jonim, — dedi yonidan joy ko‘rsatib.",Uzbek
— Birpas oldimda o‘tir.,Uzbek
"— U yonboshda turgan sumkaning zanjirini g‘ijirlatib ochdi-da, sarg‘ish qog‘ozga o‘roqliq allanima uzatdi.",Uzbek
"— Ma, jonim!",Uzbek
Qog‘ozni ochishim bilan ko‘zim charaqlab ketdi.,Uzbek
Bu — usti xuddi katak daftarga o‘xshash shokolad edi.,Uzbek
Quvonch bilan Xo‘jaga qarab qo‘ydim.,Uzbek
Uning ko‘zlarida shodlik uchqunlari porlab turar edi.,Uzbek
Shu payt hech kutilmagan voqea ro‘y berdi.,Uzbek
Eshik sharaqlab ochildi.,Uzbek
"Xo‘janing oyisi yarq etib qaradi-yu, ilon chaqqandek sapchib o‘rnidan turib ketdi.",Uzbek
"Ostonada yaltiroq tugmali kitel kiygan Egamberdi aka turar, rangi quv o‘chib ketgan, nuqul titrar edi.",Uzbek
Dahshatdan qotib qoldim.,Uzbek
"Hozir cho‘ntagidan to‘pponchasini oladi-yu, Xo‘janing oyisini otib tashlaydi.",Uzbek
— Nega k-k-kelding?! — dedi u g‘azabdan tili tutilib.,Uzbek
— Nima k-k-kerak senga?!,Uzbek
"— Endi uning butun vujudi, hatto boshi ham qaltirab ketdi.",Uzbek
Har doim tayoqdek osilib yotadigan chap qo‘ligacha titrab ketgandek bo‘ldi.,Uzbek
"— Nima k-k-kerak, ayt! — dedi lablari pirpirab.",Uzbek
"Xo‘janing oyisi rangi o‘chgan, boshini quyi solganicha devorga suyanib turardi.",Uzbek
Qo‘rquv aralash yana Egamberdi akaning o‘ng qo‘liga qaradim.,Uzbek
"Yo‘q, to‘pponchasi yo‘q ekan.",Uzbek
U birdan oyimga yuzlandi.,Uzbek
"— Uyalmaysizmi, opa! — dedi hamon lablari pirpirab.",Uzbek
— Q-qo‘shmachilik q-q-qilgani uyalmaysizmi!,Uzbek
Boyadan beri indamay turgan oyim endi tilga kirdi:,Uzbek
"— Bandasidan uyalmasangiz, Xudodan qo‘rqing, ukam, — dedi sekin.",Uzbek
"— Ona-bola diydor ko‘rishsa, qo‘shmachilik bo‘ladimi? — negadir uning ko‘zlarida yosh qalqidi.",Uzbek
— Etni tirnoqdan ajratib bo‘larkanmi?,Uzbek
"— M-men emas, m-mana bu ajratgan!",Uzbek
"— Egamberdi aka sog‘ qo‘lini bigiz qilib, Xo‘janing oyisini ko‘rsatdi.",Uzbek
"— M-mana shu ajratgan! Xo‘ja goh dadasiga, goh oyisiga javdirab qarar, ammo indamas edi.",Uzbek
"— Turmush o‘lsin, aylanay, — dedi oyim o‘pkasi to‘lib.",Uzbek
"— Kim shunaqa bo‘lsin, debdi.",Uzbek
Urush bo‘lmaganda...,Uzbek
— Urush!,Uzbek
"— Egamberdi aka shunday hayqirdiki, uy ichi zirillab ketdi.",Uzbek
"— M-men q-qonga belanib yotganimda, bu q-q-qanjiq birovning q-qo‘ynida yotgan!",Uzbek
"Shu gapdan keyin Xo‘janing oyisi sekin egilib, sumkasini oldi-da, eshikka yo‘naldi.",Uzbek
Egamberdi aka xuddi xazar qilgandek nari surildi.,Uzbek
Shunda boyadan beri indamay turgan Xo‘ja onasiga talpindi.,Uzbek
— Oyi-i-i! — dedi iltijo bilan.,Uzbek
"Uning ovoz chiqarmasdan, yosh to‘kmasdan yig‘lab turganini his etdim.",Uzbek
"Yo‘q, uning ko‘zida yosh yo‘q edi.",Uzbek
Faqat onasiga qarab javdirardi.,Uzbek
Onasi sekin yurib qaytib keldi.,Uzbek
"Ohista egilib, Xo‘janing ikki yuzidan o‘pdi.",Uzbek
"— Dadangni xafa qilma, — dedi-yu, tez-tez yurib chiqib ketdi.",Uzbek
"— Oyi-i-i! — dedi Xo‘ja umidsiz, ojiz tovushda.",Uzbek
Biroq orqasidan chopmadi.,Uzbek
Uy o‘rtasida to‘xtab qoldi.,Uzbek
"Egamberdi aka yana bir zum boshi titragancha qarab turdi-da, eshikni qarsillatib yopib, chiqib ketdi.",Uzbek
Oyim lablarini tishlagancha hiqillab yig‘lab yubordi.,Uzbek
"Ildam kelib, Xo‘jani bag‘riga bosdi.",Uzbek
— Aynovni-ya! — dedi uning boshini silab.,Uzbek
"— Qo‘yaver, oying yana keladi.",Uzbek
"Tomog‘imga bir narsa tiqilib qolgan, nafas olishga qiynalardim.",Uzbek
Bir mahal qo‘limga nimadir yopishayotganini payqadim.,Uzbek
"Qarasam, shokolad erib ketibdi.",Uzbek
"Nima qilishimni bilmay, Xo‘jaga uzatdim.",Uzbek
"— Ma, ishkalad yeysanmi?",Uzbek
"Xo‘ja indamay turar, ko‘zlarida kattalarnikiga o‘xshash tushunib bo‘lmaydigan chuqur ma’no bor edi.",Uzbek
"O‘sha voqeadan keyin bir oycha vaqt o‘tgach, Xo‘janing dadasi uylandi.",Uzbek
